,course name,Link to course,Number of students who purchased the course,The number of students who rated the course,The number of factors that took part in the creation of the course,Last updated date,the language of the course,The number of languages into which the course is translated,The number of languages for which the course has subtitles,price,Is the course on sale?,The number of episodes,Number of lectures in the course,Duration of each lecture,The name of the first lecturer,Number of followers of the first lecturer,The course number of the first lecturer,Average rating of all courses of the first lecturer,The name of the second lecturer,Number of followers of the second lecturer,The course number of the second lecturer,Average rating of all courses of the second lecturer,Does the course contain exercises?,Does the course contain exams?,Does the course contain a final exam?,Course rating
726,Batch Processing with Apache Beam in Python,https://www.udemy.com/course/apache-beam-python/,258,56,1.0,9/2020,English,1.0,1.0,105.9,1.0,3.0,19.0,1h 9m,Alexandra Abbas,"2,275",2.0,3.7,,,,,0.0,0.0,0.0,3.2
727,Get Friendly With A.I. Basics,https://www.udemy.com/course/get-friendly-with-ai-basics/,"7,693",56,1.0,9/2019,English,1.0,1.0,69.9,1.0,1.0,10.0,49m total,Dr. Dheeraj Mehrotra,"205,031",450.0,3.5,,,,,0.0,0.0,0.0,2.7
728,Geospatial APIs For Data Science Applications In Python,https://www.udemy.com/course/geospatial-apis-for-data-science-applications-in-python/,381,56,1.0,10/2022,English,1.0,1.0,229.9,1.0,9.0,73.0,5h 48m,Minerva Singh,"92,139",50.0,4.4,,,,,0.0,0.0,0.0,4.4
729,Data Science Interview Preparation - Career Guide,https://www.udemy.com/course/data-science-interview/,825,56,1.0,5/2019,English,1.0,1.0,279.9,0.0,14.0,23.0,4h 0m,Up Degree,"84,624",29.0,3.8,,,,,0.0,0.0,0.0,4.6
730,Machine Learning in Python: From Zero to Hero in 10 Hours,https://www.udemy.com/course/applied-machine-learning-hands-on-course/,357,56,1.0,7/2021,English,1.0,1.0,69.9,1.0,21.0,75.0,8h 7m,Sanjay Singh,"10,751",12.0,4.0,,,,,1.0,0.0,0.0,4.9
731,Real data science problems with Python,https://www.udemy.com/course/real-data-science-problems-with-python/,621,56,1.0,1/2018,English,1.0,1.0,69.9,1.0,16.0,31.0,7h 43m,Francisco Juretig,"24,397",9.0,3.9,,,,,0.0,0.0,0.0,3.8
732,R Programming: R for Data Science and Data Analytics A-Z™,https://www.udemy.com/course/r-programming-beginners/,"5,211",55,2.0,12/2019,English,1.0,1.0,179.9,0.0,7.0,34.0,7h 28m,Teach Premium,"28,272",2.0,4.0,Apex Education,"44,617",16.0,3.8,0.0,0.0,0.0,4.5
733,Hands-on Data Visualization With Python,https://www.udemy.com/course/hands-on-data-visualization-with-python/,815,56,3.0,8/2022,English,1.0,1.0,199.9,1.0,7.0,49.0,4h 25m,Jordan Sauchuk,"264,457",7.0,4.4,Ligency Team,"2,261,247",104.0,4.6,1.0,0.0,0.0,3.9
734,Object Detection with Tensorflow | Fast Track Course | ML,https://www.udemy.com/course/object-detection-with-tensorflow-fast-track-course/,383,55,1.0,3/2022,English,1.0,0.0,69.9,1.0,9.0,9.0,2h 36m,Aakash Jadhav,383,1.0,4.1,,,,,0.0,0.0,0.0,4.1
735,Looker for Beginners,https://www.udemy.com/course/looker-for-beginners/,176,56,1.0,10/2021,English,1.0,1.0,89.9,1.0,6.0,26.0,48m total,Colin Matthews,"2,729",4.0,4.3,,,,,0.0,0.0,0.0,4.8
736,"Machine Learning Bootcamp: SVM,Kmeans,KNN,LinReg,PCA,DBS",https://www.udemy.com/course/smtbm-ml-py/,"12,872",54,1.0,4/2022,English,1.0,1.0,69.9,1.0,4.0,69.0,17h 45m,Shrirang Korde,"83,290",8.0,3.9,,,,,0.0,0.0,0.0,4.0
737,Machine Learning in Python - Complete Course & Projects,https://www.udemy.com/course/python-machine-learning-course/,"6,034",55,1.0,1/2023,English,1.0,1.0,69.9,1.0,15.0,64.0,5h 39m,Onur Baltacı,"33,883",9.0,4.4,,,,,0.0,0.0,0.0,4.8
738,Excelling in Machine Learning using Python,https://www.udemy.com/course/excelling-in-machine-learning-using-python/,"10,993",54,1.0,8/2020,English,1.0,0.0,69.9,1.0,11.0,40.0,5h 44m,Manoj Chandak,"20,992",4.0,4.2,,,,,0.0,0.0,0.0,3.9
739,"Python Beyond Basics for Machine Learning,  Data Science, AI",https://www.udemy.com/course/python-basic-to-advance-mhm/,538,55,1.0,11/2020,English,1.0,1.0,69.9,1.0,13.0,97.0,13h 14m,Piyushh n Dave,"5,430",8.0,4.5,,,,,0.0,0.0,0.0,4.0
740,Python Programming Masterclass: Build 28 End-To-End Projects,https://www.udemy.com/course/python-programming-masterclass-build-real-world-projects/,"1,177",54,1.0,8/2022,English,1.0,1.0,69.9,1.0,29.0,248.0,46h 49m,Pianalytix .,"67,585",18.0,4.0,,,,,0.0,0.0,0.0,3.1
741,Deep Learning with PyTorch,https://www.udemy.com/course/deep-learning-with-pytorch/,292,54,1.0,5/2018,English,1.0,1.0,123.9,1.0,6.0,38.0,4h 42m,Packt Publishing,"410,224",977.0,3.9,,,,,0.0,0.0,0.0,4.0
742,Data Analysis with Python for Working Professionals,https://www.udemy.com/course/dataanalysiswithpython/,322,54,1.0,1/2023,English,1.0,1.0,69.9,1.0,10.0,68.0,9h 4m,Gaurav Singh,"2,899",3.0,4.4,,,,,1.0,0.0,0.0,4.3
743,Natural Language Processing with Python and NLTK,https://www.udemy.com/course/the-python-natural-language-toolkit-nltk-for-text-mining/,"5,535",54,1.0,8/2020,English,1.0,1.0,159.9,1.0,5.0,28.0,2h 45m,Dr. Ali Feizollah,"5,775",3.0,4.3,,,,,0.0,0.0,0.0,4.5
744,Data Science-Unsupervised Machine Learning Using R,https://www.udemy.com/course/data-mining-unsupervised-learning-using-r/,953,54,1.0,12/2017,English,1.0,1.0,69.9,1.0,5.0,28.0,4h 55m,ExcelR Solutions,"15,180",8.0,3.9,,,,,1.0,0.0,0.0,3.4
745,R: Complete Machine Learning Solutions,https://www.udemy.com/course/r-complete-machine-learning-solutions/,577,54,1.0,3/2017,English,1.0,1.0,69.9,1.0,,,,Packt Publishing,"410,224",977.0,3.9,,,,,0.0,0.0,0.0,3.2
746,Deep Learning & Neural Networks Python - Keras : For Dummies,https://www.udemy.com/course/deep-learning-neural-networks-python-keras-for-dummies/,"2,308",53,1.0,7/2021,English,1.0,0.0,69.9,1.0,62.0,88.0,11h 7m,Abhilash Nelson,"43,370",21.0,4.3,,,,,0.0,0.0,0.0,4.5
747,Machine Learning  with AWS,https://www.udemy.com/course/machine-leaning-with-aws/,796,53,1.0,7/2022,English,1.0,0.0,69.9,1.0,10.0,55.0,4h 5m,Pranjal Srivastava,"123,088",79.0,3.6,,,,,0.0,0.0,0.0,3.6
748,Deep Learning with Python for Image Classification,https://www.udemy.com/course/deep-learning-with-python-for-image-classification/,"3,523",53,2.0,11/2022,English,1.0,1.0,69.9,1.0,19.0,21.0,1h 31m,AI & Computer Science School,"8,881",4.0,4.3,Mazhar Hussain,"9,558",5.0,4.3,0.0,0.0,0.0,4.1
749,Learn & Deploy Data Science Web Apps with Streamlit,https://www.udemy.com/course/streamlit-for-datascience/,476,54,2.0,9/2022,English,1.0,1.0,229.9,1.0,9.0,72.0,5h 40m,Gusksra R,"81,797",14.0,4.3,Data Science Anywhere,"81,844",16.0,4.3,0.0,0.0,1.0,4.6
750,Bio-inspired Artificial Intelligence Algorithms,https://www.udemy.com/course/bio-inspired-artificial-intelligence-algorithms-for-optimization/,847,53,3.0,5/2022,English,1.0,1.0,69.9,1.0,8.0,87.0,8h 22m,Jones Granatyr,"166,483",91.0,4.7,"Guilherme Matos Passarini, phD","15,626",22.0,4.6,0.0,0.0,0.0,4.7
751,Python: Artificial Intelligence with Python: 3-in-1,https://www.udemy.com/course/python-artificial-intelligence-with-python-3-in-1/,500,52,1.0,4/2018,English,1.0,1.0,69.9,1.0,3.0,52.0,5h 14m,Packt Publishing,"410,224",977.0,3.9,,,,,0.0,0.0,0.0,3.4
752,Quant Finance Essentials,https://www.udemy.com/course/uncertaintymc/,529,52,1.0,2/2023,English,1.0,0.0,179.9,1.0,5.0,17.0,2h 19m,Dr. Spyros Giannelos,"3,321",17.0,4.9,,,,,0.0,0.0,0.0,5.0
753,Natural Language Processing [ Building Real World Projects],https://www.udemy.com/course/natural-language-processing-building-real-world-projects/,"16,072",52,3.0,8/2020,English,1.0,1.0,69.9,1.0,9.0,31.0,4h 13m,Academy of Computing & Artificial Intelligence,"169,426",19.0,4.0,Future AI  - Academy of Computing & Artificial Intelligence,"27,747",3.0,4.1,0.0,0.0,0.0,4.4
754,Simplified: All About Neural Networks,https://www.udemy.com/course/simplified-all-about-neural-networks/,"5,451",52,1.0,1/2021,English,1.0,1.0,69.9,1.0,4.0,18.0,46m total,Jayanth Peetla,"9,441",2.0,4.2,,,,,0.0,0.0,0.0,4.4
755,Apache Spark 3 Programming | Databricks Certification Python,https://www.udemy.com/course/apache-pyspark-3-programming-and-databricks-certification/,260,53,1.0,7/2021,English,1.0,1.0,69.9,1.0,7.0,32.0,2h 33m,Vivek Singh Bhadouria,260,1.0,3.8,,,,,0.0,0.0,0.0,3.8
756,Pyspark Foundation for Data Engineering | Beginners,https://www.udemy.com/course/pyspark-foundation-for-data-engineering-begineers/,764,52,1.0,6/2022,English,1.0,1.0,105.9,1.0,1.0,24.0,1h 13m,Akash Sunil Pawar,"4,878",4.0,4.6,,,,,0.0,0.0,0.0,4.4
757,Introduction to Machine Learning For Beginners [A to Z] 2020,https://www.udemy.com/course/introduction-to-machine-learning-for-beginners-a-to-z-2020/,"6,832",52,1.0,5/2020,English,1.0,1.0,69.9,1.0,9.0,30.0,7h 25m,Academy of Computing & Artificial Intelligence,"169,426",19.0,4.0,,,,,0.0,0.0,0.0,4.1
758,"Natural Language Processing, Deploy on Cloud(AWS) [Hindi]",https://www.udemy.com/course/natural-language-processing-python/,"9,396",52,1.0,5/2021,English,1.0,0.0,69.9,1.0,14.0,85.0,8h 17m,Rishi Bansal,"45,793",6.0,4.1,,,,,1.0,0.0,0.0,4.0
759,"2023 NumPy, Pandas and Matplotlib A-Z™: for Machine Learning",https://www.udemy.com/course/numpy-for-data-science-deep-machine-learning/,339,51,1.0,1/2023,English,1.0,1.0,229.9,1.0,91.0,447.0,11h 43m,"Donatus Obomighie | PhD, MSc, PMP","4,755",13.0,4.4,,,,,0.0,0.0,0.0,4.4
760,No-Code and No-Math Machine Learning,https://www.udemy.com/course/no-code-no-math-machine-learning/,615,52,2.0,9/2022,English,1.0,1.0,69.9,1.0,8.0,40.0,5h 5m,Jones Granatyr,"166,483",91.0,4.7,IA Expert Academy,"159,093",90.0,4.7,0.0,0.0,0.0,4.5
761,Machine Learning for Interviews & Research and DL basics,https://www.udemy.com/course/ml-dl-interviews/,386,54,1.0,6/2022,English,1.0,1.0,69.9,1.0,6.0,38.0,4h 39m,Dabeeruddin Syed,536,5.0,4.1,,,,,1.0,0.0,0.0,3.6
762,R Ultimate 2023: R for Data Science and Machine Learning,https://www.udemy.com/course/r-ultimate-learn-r-for-data-science-and-machine-learning/,577,52,1.0,1/2023,English,1.0,1.0,69.9,1.0,30.0,200.0,22h 16m,Bert Gollnick,"6,838",5.0,4.4,,,,,0.0,0.0,0.0,4.7
763,Learn to scrape any website with R,https://www.udemy.com/course/scrape-any-website-with-r/,229,51,1.0,7/2020,English,1.0,1.0,69.9,1.0,6.0,30.0,2h 48m,Mikkel Freltoft Krogsholm,229,1.0,3.9,,,,,0.0,0.0,0.0,3.9
764,Master Course in ChatGPT,https://www.udemy.com/course/chatgpt-openai-chatbot-generative-ai-text-content-generation/,"6,003",54,1.0,1/2023,English,1.0,1.0,69.9,1.0,1.0,5.0,47m total,Dr. José J,"88,770",56.0,4.2,,,,,0.0,0.0,0.0,3.7
765,A Complete Guide to Time Series Analysis & Forecasting in R,https://www.udemy.com/course/a-complete-guide-to-time-series-analysis-forecasting-in-r/,243,50,1.0,6/2021,English,1.0,0.0,69.9,1.0,14.0,142.0,10h 33m,Dr. Imran Arif,243,1.0,4.6,,,,,0.0,0.0,0.0,4.6
766,Advanced Statistics and Data Mining for Data Science,https://www.udemy.com/course/advanced-statistics-and-data-mining-for-data-science/,313,50,1.0,3/2018,English,1.0,1.0,123.9,1.0,4.0,27.0,2h 53m,Packt Publishing,"410,224",977.0,3.9,,,,,0.0,0.0,0.0,4.3
767,Machine Learning for Algorithmic Trading Bots with Python,https://www.udemy.com/course/machine-learning-for-algorithmic-trading-bots-with-python/,599,50,1.0,3/2019,English,1.0,1.0,159.9,1.0,6.0,26.0,4h 50m,Packt Publishing,"410,224",977.0,3.9,,,,,0.0,0.0,0.0,3.5
768,Python Projects: Python & Data Science with Python Projects,https://www.udemy.com/course/python-projects-python-data-science-with-python-projects/,243,50,3.0,1/2023,English,1.0,1.0,249.9,1.0,7.0,87.0,12h 42m,Oak Academy,"282,084",257.0,4.5,OAK Academy Team,"347,382",276.0,4.5,1.0,0.0,0.0,4.7
769,Artificial intelligence in Game development- Tic Tac Toe AI,https://www.udemy.com/course/artificial-intelligence-javascript-create-tic-tac-toe-ai/,728,50,1.0,11/2021,English,1.0,1.0,159.9,1.0,10.0,86.0,9h 38m,DigiFisk (Programming is fun),"83,668",18.0,4.3,,,,,0.0,0.0,0.0,3.9
770,Modeling Count Data using Stata,https://www.udemy.com/course/modeling-count-data-using-stata/,"1,711",50,1.0,4/2019,English,1.0,1.0,69.9,1.0,7.0,29.0,2h 52m,Najib Mozahem,"9,812",7.0,4.5,,,,,0.0,0.0,0.0,4.7
771,Emotion & Sentiment Analysis with/without NLTK using Python,https://www.udemy.com/course/emotion-and-sentiment-analysis/,209,51,1.0,3/2020,English,1.0,0.0,105.9,1.0,3.0,10.0,1h 12m,Attreya Bhatt,"16,014",15.0,4.2,,,,,0.0,0.0,0.0,4.2
772,Python + Data Science : Practical Guide [13 Hours],https://www.udemy.com/course/practical-data-science-using-python/,"1,022",50,3.0,4/2019,English,1.0,1.0,69.9,1.0,16.0,75.0,13h 9m,Eduonix Learning Solutions,"1,251,583",237.0,3.9,Michael Mustaine,"1,022",1.0,4.4,0.0,0.0,0.0,4.4
773,Predictive Modeling with Python,https://www.udemy.com/course/predictive-modeling-with-python-examturf/,"16,050",49,1.0,6/2021,English,1.0,1.0,229.9,1.0,9.0,68.0,9h 25m,Exam Turf,"137,486",30.0,3.9,,,,,0.0,0.0,0.0,4.4
774,ChatGPT artificial Intelligence Tutorial  How use ChatGPT,https://www.udemy.com/course/chatgpt-artificial-intelligence-tutorial-how-use-chatgpt/,"4,113",49,1.0,1/2023,English,1.0,1.0,69.9,1.0,5.0,12.0,1h 3m,Muhammad Ismail,"112,823",32.0,4.0,,,,,0.0,0.0,0.0,3.5
775,Artificial Intelligence and IoT: Naive Bayes,https://www.udemy.com/course/artificial-intelligence-and-iot-naive-bayes/,"7,188",49,1.0,2/2021,English,1.0,1.0,229.9,1.0,12.0,40.0,1h 43m,Erwin Ouyang,"9,183",4.0,3.8,,,,,1.0,0.0,0.0,4.0
776,Professional Certificate in Machine Learning,https://www.udemy.com/course/professional-certificate-in-machine-learning/,438,49,1.0,5/2021,English,1.0,1.0,69.9,1.0,16.0,195.0,24h 0m,Academy of Computing & Artificial Intelligence,"169,426",19.0,4.0,,,,,0.0,0.0,0.0,3.7
777,Data Engineering with Python,https://www.udemy.com/course/data-engineering-with-python/,381,50,1.0,8/2020,English,1.0,1.0,105.9,1.0,13.0,63.0,14h 10m,Academy of Computing & Artificial Intelligence,"169,426",19.0,4.0,,,,,0.0,0.0,0.0,4.3
778,Machine Learning for Beginner (AI) - Data Science,https://www.udemy.com/course/machine-learning-for-beginner-ai-data-science/,"4,069",49,1.0,2/2022,English,1.0,0.0,69.9,1.0,11.0,68.0,6h 51m,Moein Ud Din,"35,334",7.0,4.4,,,,,0.0,0.0,0.0,4.3
779,Data Analysis with Polars,https://www.udemy.com/course/data-analysis-with-polars/,351,55,1.0,2/2023,English,1.0,1.0,89.9,1.0,9.0,68.0,1h 38m,Liam Brannigan,351,1.0,4.7,,,,,1.0,0.0,0.0,4.7
780,DATA SCIENCE with MACHINE LEARNING and DATA ANALYTICS,https://www.udemy.com/course/data-science-with-machine-learning-and-data-analytics/,429,49,1.0,3/2019,English,1.0,1.0,159.9,1.0,1.0,86.0,72h 22m,DATAhill Solutions Srinivas Reddy,"136,087",11.0,3.9,,,,,0.0,0.0,0.0,4.4
781,Python for Mastering Machine Learning and Data Science,https://www.udemy.com/course/master-machine-learning-and-data-science-with-python/,"2,546",49,1.0,1/2023,English,1.0,1.0,299.9,1.0,16.0,93.0,19h 45m,Jifry Issadeen,"2,619",2.0,4.4,,,,,1.0,0.0,0.0,4.5
782,Data Science and Machine Learning in Python,https://www.udemy.com/course/data-science-and-machine-learning-in-python/,266,48,1.0,5/2019,English,1.0,1.0,69.9,1.0,13.0,120.0,17h 7m,Gaurav Chauhan,"2,535",5.0,4.3,,,,,0.0,0.0,0.0,4.6
783,Awesome Natural Language Processing Tools In Python,https://www.udemy.com/course/awesome-natural-language-processing-tools-in-python/,514,48,1.0,11/2022,English,1.0,1.0,209.9,1.0,13.0,105.0,28h 24m,Jesse E. Agbe,"7,299",8.0,4.0,,,,,0.0,0.0,0.0,4.0
784,Data Science Interview Questions & Answers,https://www.udemy.com/course/data-science-interview-questions-and-answers/,"16,007",48,1.0,7/2021,English,1.0,1.0,199.9,1.0,5.0,5.0,2h 38m,Uplatz Training,"386,809",162.0,3.6,,,,,0.0,0.0,0.0,2.6
785,Machine Learning Project: Heart Attack Prediction Analysis,https://www.udemy.com/course/machine-learning-project-heart-attack-prediction-analysis/,243,49,2.0,1/2023,English,1.0,1.0,229.9,1.0,9.0,53.0,7h 23m,Oak Academy,"282,084",257.0,4.5,OAK Academy Team,"347,382",276.0,4.5,1.0,0.0,0.0,4.6
786,Data Science - Master Analytics and become Data Scientist,https://www.udemy.com/course/master-data-science-analytics-and-become-data-scientist/,"7,020",48,1.0,12/2019,English,1.0,0.0,69.9,1.0,7.0,49.0,8h 7m,Kaushik Vadali,"108,620",9.0,3.5,,,,,0.0,0.0,0.0,3.4
787,Learn SQL databases in a weekend,https://www.udemy.com/course/learn-sql-databases-in-a-weekend/,185,48,1.0,11/2021,English,1.0,1.0,105.9,1.0,14.0,154.0,8h 21m,Girts Strazdins,185,1.0,4.5,,,,,1.0,0.0,0.0,4.5
788,2023 Data Science Interview Preparation Guide,https://www.udemy.com/course/data-science-interview-preparation-guide/,710,49,1.0,12/2022,English,1.0,1.0,229.9,1.0,12.0,155.0,3h 59m,Dr. Gary White,"1,739",4.0,4.4,,,,,0.0,0.0,1.0,4.6
789,Hello Python & Data Science: Exploratory Data Analysis (EDA),https://www.udemy.com/course/hello-python-data-science-exploratory-data-analysis-eda/,"2,012",48,1.0,7/2022,English,1.0,1.0,69.9,1.0,7.0,13.0,43m total,AnimateU Academy,"81,181",10.0,4.3,,,,,0.0,0.0,0.0,3.9
790,AI & ML w/ Python-2022-Practical Hands On with Minimum Maths,https://www.udemy.com/course/getting-started-with-ai-and-ml/,215,48,1.0,12/2022,English,1.0,1.0,139.9,1.0,11.0,53.0,3h 28m,Aalekh Rai,"4,906",2.0,3.9,,,,,0.0,0.0,0.0,4.1
791,PySpark for Data Science - Beginners,https://www.udemy.com/course/pyspark-for-data-science-beginners-examturf/,"12,915",48,1.0,7/2021,English,1.0,1.0,199.9,1.0,3.0,16.0,2h 19m,Exam Turf,"137,486",30.0,3.9,,,,,0.0,0.0,0.0,4.5
792,SciKit-Learn in Python for Machine Learning Engineers,https://www.udemy.com/course/scikit-learn-in-python-for-machine-learning-engineers/,360,48,1.0,3/2018,English,1.0,0.0,69.9,1.0,6.0,72.0,1h 47m,Mike West,"240,510",50.0,4.2,,,,,1.0,0.0,0.0,3.9
793,"Data Analysis on AWS- Glue, Athena, Quicksight",https://www.udemy.com/course/data-analysis-on-aws-glue-athena-quicksight/,"3,147",48,1.0,1/2023,English,1.0,1.0,69.9,1.0,9.0,21.0,1h 35m,Harshit Srivastava,"150,466",117.0,3.8,,,,,1.0,0.0,0.0,4.2
794,Easy Analysis With Tableau,https://www.udemy.com/course/easy-analysis-with-tableau/,"3,865",48,1.0,7/2021,English,1.0,1.0,105.9,1.0,4.0,10.0,1h 52m,Abhinav Saraogi,"3,865",1.0,3.8,,,,,0.0,0.0,0.0,3.8
795,Supervised Machine Learning for beginners,https://www.udemy.com/course/supervised-machine-learning-for-beginners/,163,47,1.0,7/2019,English,1.0,0.0,105.9,1.0,9.0,23.0,4h 53m,Ro Science,163,1.0,4.0,,,,,0.0,0.0,0.0,4.0
796,"AI, Basic Statistics, Basic Python, Basic R, ML (Overview)",https://www.udemy.com/course/ai-basic-statistics-basic-python-basic-r-ml-overview/,210,47,1.0,2/2022,English,1.0,0.0,69.9,1.0,6.0,93.0,8h 54m,Shiv Onkar Deepak Kumar,"1,545",7.0,3.7,,,,,0.0,0.0,0.0,3.5
797,Tensorflow with Python,https://www.udemy.com/course/tensorflow-with-python-examturf/,"14,077",47,1.0,6/2021,English,1.0,1.0,179.9,1.0,4.0,9.0,1h 29m,Exam Turf,"137,486",30.0,3.9,,,,,0.0,0.0,0.0,3.3
798,TensorFlow 2.x Essentials - 2021,https://www.udemy.com/course/tensorflow-essentials/,"8,095",47,3.0,6/2021,English,1.0,1.0,69.9,1.0,5.0,27.0,2h 54m,Data Science Anywhere,"81,844",16.0,4.3,Sudhir G,"73,723",4.0,4.3,0.0,0.0,0.0,4.0
799,Master Deep Learning for Computer Vision in TensorFlow[2023],https://www.udemy.com/course/master-deep-learning-for-computer-vision-with-tensorflow-2/,206,47,1.0,2/2023,English,1.0,1.0,159.9,1.0,32.0,218.0,71h 0m,Neuralearn Dot AI,"9,652",9.0,4.2,,,,,0.0,0.0,0.0,3.8
800,Deep Learning: Concept and Design Simple Network [Hindi],https://www.udemy.com/course/deep-learning-hindi-python/,"2,764",47,1.0,8/2020,English,1.0,0.0,69.9,1.0,5.0,38.0,3h 30m,Rishi Bansal,"45,793",6.0,4.1,,,,,1.0,0.0,0.0,4.3
801,Data Science code that appears all the time at workplace,https://www.udemy.com/course/bitesize_python/,229,48,1.0,2/2023,English,1.0,1.0,179.9,1.0,27.0,167.0,12h 37m,Dr. Spyros Giannelos,"3,321",17.0,4.9,,,,,0.0,0.0,0.0,4.9
802,Regression Analysis in R for Data Science: from Zero to Hero,https://www.udemy.com/course/regression-analysis-in-machine-learning-statistics-in-r/,"9,524",47,2.0,11/2022,English,1.0,1.0,105.9,1.0,7.0,49.0,4h 30m,Kate Alison,"81,824",34.0,4.2,Georg Müller,"41,763",10.0,4.1,1.0,1.0,0.0,3.8
803,Become a Citizen Data Scientist : Marketing perspective,https://www.udemy.com/course/become-a-citizen-data-scientist-marketing-perspective/,"2,384",46,1.0,12/2016,English,1.0,0.0,69.9,1.0,7.0,33.0,1h 40m,Mohamed Jendoubi,"2,404",1.0,3.9,,,,,1.0,0.0,0.0,3.9
804,K-Means for Cluster Analysis and Unsupervised Learning in R,https://www.udemy.com/course/k-means-for-cluster-analysis-and-unsupervised-learning-in-r/,"5,056",46,1.0,1/2022,English,1.0,1.0,69.9,1.0,8.0,32.0,3h 10m,Kate Alison,"81,824",34.0,4.2,,,,,0.0,0.0,0.0,4.5
805,Python Data Analysis and Data Science Essentials.,https://www.udemy.com/course/python-programming-essentials-intermediate-to-advanced-class/,952,46,1.0,11/2022,English,1.0,1.0,69.9,1.0,10.0,69.0,5h 46m,Fanuel Mapuwei,"2,381",6.0,4.4,,,,,0.0,0.0,0.0,4.4
806,The Complete Course: Artificial Intelligence From Scratch,https://www.udemy.com/course/artificial-intelligence-mastercalss/,"2,558",47,1.0,12/2018,English,1.0,1.0,199.9,1.0,12.0,150.0,14h 17m,Sobhan N.,"22,219",15.0,3.4,,,,,1.0,0.0,0.0,3.5
807,Be Aware of Data Science,https://www.udemy.com/course/be-aware-of-data-science/,282,46,3.0,1/2022,English,1.0,1.0,179.9,1.0,6.0,59.0,6h 3m,Robert Barcik,"28,663",8.0,4.4,Jana Gecelovska,282,1.0,4.7,1.0,0.0,0.0,4.7
808,Data Science Statistics A-Z : Python,https://www.udemy.com/course/data-science-statistics-python/,260,46,1.0,2/2019,English,1.0,1.0,69.9,1.0,11.0,103.0,14h 7m,Geekshub Pvt Ltd,"4,082",5.0,4.2,,,,,0.0,0.0,0.0,4.4
809,Data Science and Analytics with AWS Quicksight and Power BI,https://www.udemy.com/course/data-science-and-analytics-with-aws-quicksight-and-power-bi/,"5,434",46,1.0,11/2022,English,1.0,1.0,69.9,1.0,10.0,23.0,2h 0m,Harshit Srivastava,"150,466",117.0,3.8,,,,,1.0,0.0,0.0,4.1
810,AWS Sagemaker 2018- Fully Managed Machine Learning Service,https://www.udemy.com/course/sagemaker/,"1,311",46,1.0,5/2018,English,1.0,1.0,69.9,1.0,3.0,35.0,4h 12m,"Dr Aashish Dikshit, PHD(Founder of Lakshmish academy)","4,585",16.0,2.8,,,,,0.0,0.0,0.0,2.9
811,How to use Artificial Intelligence - A guide for everyone!,https://www.udemy.com/course/how-to-use-artificial-intelligence-a-guide-for-everyone/,"3,208",69,1.0,2/2023,English,1.0,1.0,69.9,1.0,6.0,18.0,50m total,Ahmed Fessi,"9,558",2.0,4.5,,,,,1.0,0.0,0.0,4.6
812,R: Learn to Program in R & Use R for Effective Data Analysis,https://www.udemy.com/course/redwoodassociatesr/,542,45,1.0,4/2017,English,1.0,1.0,69.9,1.0,6.0,27.0,5h 46m,ATI - Analytics Training Institute,"19,491",12.0,3.7,,,,,0.0,0.0,0.0,3.5
