,course name,Link to course,Number of students who purchased the course,The number of students who rated the course,The number of factors that took part in the creation of the course,Last updated date,the language of the course,The number of languages into which the course is translated,The number of languages for which the course has subtitles,price,Is the course on sale?,The number of episodes,Number of lectures in the course,Duration of each lecture,The name of the first lecturer,Number of followers of the first lecturer,The course number of the first lecturer,Average rating of all courses of the first lecturer,The name of the second lecturer,Number of followers of the second lecturer,The course number of the second lecturer,Average rating of all courses of the second lecturer,Does the course contain exercises?,Does the course contain exams?,Does the course contain a final exam?,Course rating
2469,Classificação de Áudio com Python: O Guia Completo,https://www.udemy.com/course/classificacao-de-audio-com-python-guia-completo/,661,46,3,22-Jun,Portuguese,1,1,69.9,1,10.0,93.0,12.25,Jones Granatyr,166599.0,91,4.7,1,4960.0,6.0,4.7,0,0,0,4.7
2470,R Crashkurs - Einstieg in R Sprache & RStudio für Anfänger,https://www.udemy.com/course/r-crash-kurs-einstieg-in-r-sprache-rstudio-fur-anfanger/,3168,45,2,20-Dec,German,1,1,105.9,1,6.0,29.0,2.5666666666666664,Georg Müller,41765.0,10,4.1,1,81831.0,34.0,4.2,1,0,0,3.6
2471,Statistik für Data Science und Business Analytics,https://www.udemy.com/course/statistik-fur-data-science-und-business-analytics/,651,46,2,20-Jul,German,1,1,69.9,1,12.0,67.0,3.3833333333333333,365 Careers,2247835.0,91,4.5,1,1159968.0,8.0,4.6,1,0,0,4.6
2472,Construye tu primer red neuronal en menos de 1 hora!!,https://www.udemy.com/course/construye-tu-primer-red-neuronal-en-menos-de-1-hora/,120,45,1,19-Jul,Spanish,1,1,69.9,1,3.0,18.0,0.6833333333333333,Cesar Estrada,789.0,4,4.2,0,0.0,0.0,0,0,0,0,4.4
2473,"Deep Learning: Classification des Images (TensorFlow, Keras)",https://www.udemy.com/course/deep-learning-classification-des-images-tensorflow-keras/,1597,46,1,21-Jan,French,1,1,69.9,1,5.0,19.0,1.0166666666666666,"Dan • 50,000+ Students Worldwide",44625.0,15,3.8,0,0.0,0.0,0,0,0,0,4.4
2474,Aprende R: Curso de Introducción a Data Science,https://www.udemy.com/course/aprende-r/,164,45,1,19-Apr,Spanish,1,1,69.9,1,7.0,39.0,6.3,Erik McDonald,164.0,1,4.1,0,0.0,0.0,0,1,0,0,4.1
2475,"Excel 0'dan İleri Düzeye (formüller,tablolama, programlama)",https://www.udemy.com/course/0dan-ileri-duzey-excel-formullertablolama-vbauserform/,145,44,1,21-Jan,Turkish,1,0,69.9,1,6.0,24.0,11.6,Buğra Özbey,145.0,1,4.4,0,0.0,0.0,0,0,0,0,4.4
2476,TensorFlow 2.0: 关于全新TensorFlow的完整指南,https://www.udemy.com/course/tensorflow-chinese/,281,44,3,19-Oct,Simplified Chinese,2,1,69.9,1,17.0,128.0,12.983333333333333,Hadelin de Ponteves,1672284.0,42,4.5,1,2318877.0,148.0,4.6,1,0,0,4.4
2477,【한글자막】 인공 지능 (AI) 으로 비즈니스 해결하기,https://www.udemy.com/course/best-ai-business/,359,44,4,22-Jan,Korean,1,6,69.9,1,18.0,118.0,15.05,Hadelin de Ponteves,1672284.0,42,4.5,1,2311370.0,59.0,4.5,0,0,0,4.8
2478,Data Science con Python – Visualización Matplotlib & Seaborn,https://www.udemy.com/course/data-science-con-python-visualizacion-matplotlib-seaborn/,243,44,1,23-Jan,Spanish,1,1,209.9,1,9.0,55.0,4.066666666666666,Ivan Pinar Domínguez,44237.0,28,4.5,0,0.0,0.0,0,1,0,0,4.4
2479,Análise e mineração de texto + Classificação de emoção (NLP),https://www.udemy.com/course/analise-e-mineracao-de-texto-classificacao-de-emocao-nlp/,814,43,2,22-Sep,Portuguese,1,1,69.9,1,5.0,40.0,4.733333333333333,Data Viking,39377.0,10,4.5,1,19066.0,8.0,4.5,0,0,0,4.8
2480,Machine Learning vom Anfänger zum ML Engineer,https://www.udemy.com/course/maschinelles-lernen/,311,43,1,21-Jun,German,1,0,69.9,1,10.0,143.0,16.233333333333334,"Robin Egolf, Teachhood",311.0,1,4.3,0,0.0,0.0,0,1,0,0,4.3
2481,Desenvolvendo Data Apps com Streamlit,https://www.udemy.com/course/desenvolvendo-data-apps-com-streamlit/,168,42,1,22-Aug,Portuguese,1,0,69.9,1,4.0,35.0,5.9,Rodrigo Macedo,2585.0,7,4.6,0,0.0,0.0,0,0,0,0,4.7
2482,Big Data - Les fondamentaux,https://www.udemy.com/course/big-data-les-fondamentaux/,112,41,1,18-Jun,French,1,1,179.9,0,3.0,10.0,0.5166666666666667,Collège de Paris,617.0,6,3.9,0,0.0,0.0,0,0,0,0,3.3
2483,Machine Learning com Spark e Pyspark: o Curso Completo,https://www.udemy.com/course/machine-learning-com-spark-e-pyspark/,488,41,1,23-Feb,Portuguese,1,1,69.9,1,12.0,61.0,9.85,Fernando Amaral,171343.0,56,4.6,0,0.0,0.0,0,0,0,0,4.8
2484,Python Programlama Kullanarak Veri Bilimi: Pandas A-Z™,https://www.udemy.com/course/python-programlama-kullanarak-veri-bilimi-pandas-a-ztm/,155,40,3,23-Jan,Turkish,1,0,69.9,1,12.0,58.0,6.583333333333333,Oak Academy,282153.0,257,4.5,1,347570.0,276.0,4.5,1,0,0,4.7
2485,Bilgisayar Öğretmeninden R ile Makine Öğrenmesi  Temelleri,https://www.udemy.com/course/bilgisayar-ogretmeninden-r-ile-makine-ogrenmesi-temelleri/,1186,40,1,22-Apr,Turkish,1,0,69.9,1,8.0,54.0,11.966666666666667,Tuncay EROL,26477.0,29,4.7,0,0.0,0.0,0,0,0,0,4.8
2486,Python Data Science A-Z: Python ile Veri Bilimi,https://www.udemy.com/course/python-data-science-a-z-python-ile-veri-bilimi/,181,40,1,21-Feb,Turkish,1,0,69.9,1,9.0,67.0,10.733333333333333,Sait Akay,7703.0,2,4.5,0,0.0,0.0,0,0,0,0,4.5
2487,ADsP 2주 합격 올인원 패스,https://www.udemy.com/course/maso-ds-r-onc2005/,194,43,1,22-Aug,Korean,1,0,69.9,1,5.0,107.0,24.983333333333334,마소캠퍼스 머니매그넷,2248.0,50,4.7,0,0.0,0.0,0,0,0,0,4.4
2488,Python Básico para Iniciantes - Direto ao Ponto,https://www.udemy.com/course/python-basico-para-iniciantes-versao-2021/,92,40,1,22-Feb,Portuguese,1,0,69.9,1,7.0,22.0,1.9,Escola de Devs Oficial,3299.0,12,4.8,0,0.0,0.0,0,1,0,0,4.7
2489,Inteligência Artificial com PHP-ML,https://www.udemy.com/course/inteligencia-artificial-com-php-ml/,150,40,1,19-Oct,Portuguese,1,1,69.9,0,18.0,79.0,10.166666666666666,Ben-Hur Varriano,2705.0,12,4.2,0,0.0,0.0,0,0,0,0,4.5
2490,"Python ile Algoritmalar (Bol Teori, Bol Kod)",https://www.udemy.com/course/python-ile-algoritmalar/,1411,39,1,20-May,Turkish,1,0,69.9,1,5.0,42.0,5.1,Algoritma Uzmani,2207.0,2,4.1,0,0.0,0.0,0,0,0,0,4.4
2491,Introducción a SAP - INTENSIVO ESPAÑOL!,https://www.udemy.com/course/intro-sap-intensivo/,74,40,1,22-Mar,Spanish,1,1,69.9,1,5.0,16.0,0.6666666666666666,Adrián Javier Tagüico,36625.0,16,4.2,0,0.0,0.0,0,1,0,0,4.5
2492,Phân tích và xử lý dữ liệu với phần mềm R,https://www.udemy.com/course/phan-mem-r/,664,39,1,21-Jan,Vietnamese,1,0,69.9,1,16.0,71.0,8.783333333333333,Da Hoang Huu,4655.0,7,4.4,0,0.0,0.0,0,1,1,0,4.8
2493,Bots para instagram usando python,https://www.udemy.com/course/bots-para-instagram-usando-python/,8250,39,1,22-Feb,Spanish,1,1,499.9,1,5.0,21.0,3.4166666666666665,Andres Rojas,53054.0,14,4.3,0,0.0,0.0,0,0,0,0,4.1
2494,"Data Science, le guide de survie complet",https://www.udemy.com/course/data-science-le-guide-de-survie-complet-q/,179,38,1,22-Jan,French,1,1,69.9,1,6.0,15.0,2.7333333333333334,Sébastien Daviot,10782.0,8,4.5,0,0.0,0.0,0,0,0,0,4.5
2495,ChatGPT: Der komplette ChatGPT Kurs vom Anfänger zum Profi,https://www.udemy.com/course/chatgpt-der-komplette-chatgpt-kurs-vom-anfanger-zum-profi/,339,52,1,23-Feb,German,1,1,69.9,1,4.0,27.0,2.5,Mark Kalnitski,343.0,1,4.8,0,0.0,0.0,0,0,0,0,4.8
2496,Deep Learning aplicado: Despliegue de modelos TensorFlow 2.0,https://www.udemy.com/course/deep-learning-despliegue-tensorflow-mirko-rodriguez/,241,38,1,20-Oct,Spanish,1,1,69.9,1,13.0,65.0,7.35,Mirko J. Rodríguez Mallma,476.0,2,4.6,0,0.0,0.0,0,0,0,0,4.8
2497,【한글자막】 AI 만들기 : 강화학습과 인공신경망 완전 정복,https://www.udemy.com/course/best-ai-17-hours/,746,38,5,21-Sep,Korean,1,10,69.9,1,19.0,121.0,16.516666666666666,Hadelin de Ponteves,1672284.0,42,4.5,1,2311370.0,59.0,4.5,1,0,0,4.9
2498,역학조사관을 위한 통계,https://www.udemy.com/course/ez-epidem/,307,37,1,22-Jun,Korean,1,0,69.9,1,2.0,9.0,1.2166666666666668,김지형 M.D.,2419.0,31,4.6,0,0.0,0.0,0,0,0,0,4.8
2499,Stimmen klonen mit Deep Learning in Python,https://www.udemy.com/course/voice-cloning/,250,37,1,21-Nov,German,1,1,69.9,1,6.0,15.0,1.5833333333333335,Jonas Freiknecht,606.0,2,4.1,0,0.0,0.0,0,0,0,0,3.8
2500,深度学习经典（论文精讲-源码解读）,https://www.udemy.com/course/dl-paper/,381,36,1,20-Apr,Simplified Chinese,2,1,69.9,1,20.0,147.0,20.25,唐宇迪 唐,4103.0,25,4.4,0,0.0,0.0,0,0,0,0,4.6
2501,NumPyro で学ぶ ベイズ統計モデリング 【応用編】,https://www.udemy.com/course/numpyro-advanced/,406,37,1,22-Aug,Japanese,1,0,69.9,1,8.0,33.0,5.566666666666666,太田 英司,727.0,3,4.7,0,0.0,0.0,0,0,0,0,4.9
2502,Python Programlama Kullanarak Veri Bilimi: NumPy | A-Z™,https://www.udemy.com/course/python-programlama-kullanarak-veri-bilimi-numpy-a-ztm/,127,35,3,23-Feb,Turkish,1,0,69.9,1,7.0,38.0,3.8333333333333335,Oak Academy,282153.0,257,4.5,1,347570.0,276.0,4.5,1,0,0,4.8
2503,Der Pandas Komplettkurs 01/23,https://www.udemy.com/course/der-pandas-komplettkurs/,338,34,1,23-Jan,German,1,1,69.9,1,15.0,79.0,9.366666666666667,Stefan Lippl,506.0,3,4.5,0,0.0,0.0,0,0,0,0,4.5
2504,"Veri Bilimi, Makine Öğrenimi, Kaggle için Python Programlama",https://www.udemy.com/course/veri-bilimi-makine-ogrenimi-kaggle-icin-python-programlama/,151,35,2,23-Jan,Turkish,1,0,69.9,1,46.0,232.0,26.416666666666668,Oak Academy,282153.0,257,4.5,1,347570.0,276.0,4.5,1,0,0,5.0
2505,机器学习实训营（算法推导+代码复现）,https://www.udemy.com/course/tangyudi-ml/,316,33,1,20-Jan,Simplified Chinese,2,1,69.9,1,21.0,154.0,23.533333333333335,唐宇迪 唐,4103.0,25,4.4,0,0.0,0.0,0,0,0,0,4.7
2506,"3D-CNN, 3 Boyutlu Konvolüsyonel Sinir Ağları ile Obje Tanıma",https://www.udemy.com/course/3d-object-classification-3boyutlu-obje-siniflandirma/,1598,33,1,19-Sep,Turkish,1,0,69.9,1,4.0,26.0,3.0166666666666666,Ahmet Okudan,44072.0,13,4.2,0,0.0,0.0,0,0,0,0,3.2
2507,【한글자막】 Apache Spark 와 Scala로 빅 데이터 다루기,https://www.udemy.com/course/best-scala-apache-spark/,287,32,3,21-Sep,Korean,1,7,69.9,1,10.0,69.0,9.066666666666666,Sundog Education by Frank Kane,687985.0,33,4.5,1,636853.0,26.0,4.6,1,0,0,4.8
2508,Curso Scrum Master Certificación,https://www.udemy.com/course/curso-scrum-master-certificacion/,121,32,1,20-Jun,Spanish,1,1,69.9,1,3.0,9.0,4.35,Edgar Herrera Casas,121.0,1,4.4,0,0.0,0.0,0,0,0,0,4.4
2509,人工智能A-Z™: 学习如何创造一个AI (Artificial Intelligence A-Z),https://www.udemy.com/course/artificial-intelligence-az-chinese/,242,32,4,19-Aug,Simplified Chinese,2,1,69.9,1,18.0,110.0,16.25,Hadelin de Ponteves,1672284.0,42,4.5,1,2311370.0,59.0,4.5,0,0,0,4.7
2510,Sıfırdan İleri Python Programlama,https://www.udemy.com/course/sfrdan-ileri-python-programlama/,263,32,1,20-Feb,Turkish,1,0,69.9,1,1.0,102.0,30.183333333333334,Haluk Tatar,169152.0,55,4.3,0,0.0,0.0,0,0,0,0,3.6
2511,Spatial Data Science,https://www.udemy.com/course/spatial-data-science/,102,30,1,22-Jan,Indonesian,1,1,69.9,1,4.0,78.0,11.033333333333333,Bhumi Varta Technology,102.0,1,3.8,0,0.0,0.0,0,1,0,0,3.8
2512,R Programming: Análisis de datos,https://www.udemy.com/course/analisis-de-datos-con-r-programming/,7440,34,2,23-Jan,Spanish,1,1,69.9,1,7.0,37.0,4.033333333333333,Numpi Cursos,398573.0,44,4.3,1,20686.0,5.0,4.4,1,0,0,4.4
2513,Ciencia de datos con R,https://www.udemy.com/course/ciencia-de-datos-con-r-studio/,4038,31,1,22-Mar,Spanish,1,1,69.9,1,13.0,62.0,7.316666666666666,Ezequiel Maldonado,6601.0,2,4.4,0,0.0,0.0,0,0,0,0,4.3
2514,【한글자막】 TensorFlow 2.0 : 딥러닝 모델 구현 마스터 패키지,https://www.udemy.com/course/best-keras-api-tensorflow-20/,339,30,5,21-Dec,Korean,1,1,69.9,1,18.0,133.0,13.066666666666666,Hadelin de Ponteves,1672284.0,42,4.5,1,270451.0,9.0,4.4,1,0,0,4.5
2515,Certification Science des données: De Débutant à Expert,https://www.udemy.com/course/certification-science-des-donnees/,152,32,2,23-Jan,French,1,1,69.9,1,7.0,148.0,14.466666666666667,Dr. Firas | Digital Innovation,18519.0,20,4.4,1,15564.0,19.0,4.4,1,0,0,4.0
2516,Машинное обучение для людей,https://www.udemy.com/course/ml_for_people/,99,30,1,19-Apr,Russian,1,0,105.9,1,7.0,24.0,1.15,Roman Dushkin,1013.0,25,4.0,0,0.0,0.0,0,1,0,0,3.5
2517,Aprende Ciencia de datos  desde cero con Python [2022],https://www.udemy.com/course/aprende-ciencia-de-datos-con-python/,124,30,1,21-Jun,Spanish,1,1,69.9,1,7.0,42.0,4.916666666666667,Kevin Meneses González,26167.0,20,3.8,0,0.0,0.0,0,1,0,0,3.8
2518,Chat Bot Con Inteligencia Artificial,https://www.udemy.com/course/chat-bot-con-inteligencia-artificial/,1336,30,1,22-May,Spanish,1,1,69.9,1,7.0,25.0,4.516666666666667,Milton Alexander Elizalde Gaibor,1336.0,1,4.2,0,0.0,0.0,0,0,0,0,4.2
2519,Искусственный Интеллект на кончиках пальцев,https://www.udemy.com/course/ai_at_the_fingertips/,129,30,1,19-Feb,Russian,1,0,159.9,1,4.0,23.0,2.9166666666666665,Roman Dushkin,1013.0,25,4.0,0,0.0,0.0,0,1,0,0,4.2
2520,เรียนรู้ AI: Deep Learning ด้วย Python,https://www.udemy.com/course/ai-deep-learning-python/,272,30,1,22-Dec,Thai,1,0,69.9,1,17.0,90.0,26.983333333333334,"Assoc.Prof. Kobkiat Saraubon, Ph.D.",1169.0,4,4.6,0,0.0,0.0,0,0,0,0,4.7
2521,Data Wrangling mit dem Tidyverse,https://www.udemy.com/course/data-wrangling-mit-dem-tidyverse/,604,29,1,20-Feb,German,1,1,69.9,1,8.0,21.0,2.5666666666666664,Markus Lang,654.0,2,4.6,0,0.0,0.0,0,0,0,0,4.4
2522,Introduction to Python for Machine Learning (In Indonesian),https://www.udemy.com/course/introduction-to-python-for-machine-learning-in-indonesian/,218,29,2,19-Mar,Indonesian,1,0,69.9,1,6.0,34.0,4.483333333333333,Evolve Machine Learners,444.0,2,4.6,1,218.0,1.0,4.5,1,1,0,4.5
2523,Sukses Mengolah Data Memakai Python dan Pandas (Harus Bisa!),https://www.udemy.com/course/mengolah-data-memakai-python-dan-pandas/,91,30,1,22-Mar,Indonesian,1,0,69.9,1,7.0,42.0,2.783333333333333,Jubilee Enterprise,15399.0,107,4.7,0,0.0,0.0,0,1,1,0,4.8
2524,"AI, ML, DS",https://www.udemy.com/course/ai-ml-ds/,443,29,2,21-Aug,Russian,1,0,69.9,1,5.0,15.0,1.3666666666666667,Maryna Tkachenko,443.0,1,4.4,1,443.0,1.0,4.4,0,0,0,4.4
2525,【한글자막】 Machine Learning 완벽 실습 : 6가지 실제 사례 직접 해결하기,https://www.udemy.com/course/best-machine-learning-6/,330,29,5,21-Dec,Korean,1,1,69.9,1,8.0,82.0,8.616666666666667,"Dr. Ryan Ahmed, Ph.D., MBA",324384.0,46,4.5,1,2318877.0,148.0,4.6,0,0,0,4.7
2526,Programação em R Studio - R para iniciantes,https://www.udemy.com/course/programacao-em-r-para-iniciantes/,154,30,1,21-Aug,Portuguese,1,1,69.9,1,17.0,91.0,9.483333333333333,Ivo Bernardo,9150.0,6,4.6,0,0.0,0.0,0,1,1,0,4.8
2527,Microsoft Power BI in Arabic مايكروسوف بور بي أي,https://www.udemy.com/course/microsoft-power-bi-in-arabic/,60,30,1,20-Apr,Arabic,1,0,69.9,0,5.0,44.0,3.0,تعلم بالعربي,446.0,1,4.0,0,0.0,0.0,0,0,0,0,4.0
2528,Detecção de objetos com Darknet Yolo,https://www.udemy.com/course/deteccao-de-objetos-com-darknet-yolo/,115,29,1,21-Mar,Portuguese,1,0,69.9,1,2.0,9.0,2.716666666666667,João Reis,555.0,3,4.6,0,0.0,0.0,0,0,0,0,4.7
2529,【0から始めるPandas】大量データを処理する基礎スキルを習得,https://www.udemy.com/course/pandas_basics/,265,30,1,22-Jun,Japanese,1,1,69.9,1,13.0,30.0,3.466666666666667,ひらた （Hirata）,3149.0,13,4.5,0,0.0,0.0,0,0,0,0,4.3
2530,Aplikasi Data Science Dengan Mudah Menggunakan Python,https://www.udemy.com/course/aplikasi-data-science-dengan-mudah-menggunakan-python/,183,28,1,22-Jan,Indonesian,1,0,69.9,1,13.0,53.0,5.366666666666666,Permadina Kanah Arieska,879.0,3,4.8,0,0.0,0.0,0,1,0,0,4.5
2531,Herkes İçin Yapay Zeka ve Yapay Zeka Algoritmaları,https://www.udemy.com/course/herkes-icin-yapay-zeka-ve-yapay-zeka-algoritmalari/,125,28,1,21-Aug,Turkish,1,0,69.9,1,11.0,26.0,6.783333333333333,Enes Aydın,11931.0,2,4.2,0,0.0,0.0,0,0,0,1,3.5
2532,データ分析シリーズ① AI数学-文系でも理解できる!高校から始めるデータ分析、AIのための数学-,https://www.udemy.com/course/ai_data_math/,351,28,1,21-Nov,Japanese,1,1,69.9,1,9.0,56.0,3.4833333333333334,Trainocate Lecturers,31436.0,15,4.1,0,0.0,0.0,0,0,0,0,4.5
2533,Metodología de Data Science y Python Básico.,https://www.udemy.com/course/metodologia-de-data-science-y-python-basico/,97,28,1,19-Apr,Spanish,1,1,69.9,1,3.0,41.0,4.75,Cesar Estrada,789.0,4,4.2,0,0.0,0.0,0,0,0,0,4.5
2534,人工智能专业课程 (AI Masterclass),https://www.udemy.com/course/ai-masterclass-chinese/,283,29,3,19-Sep,Simplified Chinese,2,1,69.9,1,12.0,84.0,11.833333333333334,Hadelin de Ponteves,1672284.0,42,4.5,1,2311370.0,59.0,4.5,0,0,0,4.7
2535,【한글자막】 Machine Learning 라이브러리 수학적 기초,https://www.udemy.com/course/best-ml-math/,388,28,4,21-Dec,Korean,1,1,69.9,1,10.0,105.0,15.583333333333334,Dr Jon Krohn,104149.0,2,4.6,1,2318877.0,148.0,4.6,0,0,0,4.6
2536,直感！Pytorchで始める深層学習実装入門（導入編）,https://www.udemy.com/course/pytorch_nn/,177,27,1,22-Sep,Japanese,1,1,69.9,1,1.0,10.0,1.8166666666666667,経知 神草,1128.0,5,3.8,0,0.0,0.0,0,0,0,0,3.3
2537,Visualización Interactiva con Python,https://www.udemy.com/course/visualizacion-interactiva-con-python/,202,27,2,21-Jun,Spanish,1,1,69.9,1,8.0,50.0,5.766666666666667,Kevin Meneses González,26167.0,20,3.8,1,24185.0,15.0,3.8,0,0,0,4.0
2538,"Análise e visualização de dados: Excel, Power BI e Python",https://www.udemy.com/course/analise-dados/,125,32,2,23-Feb,Portuguese,1,1,69.9,1,6.0,64.0,7.466666666666667,Guilherme Queiroz,40616.0,28,4.7,1,40770.0,21.0,4.6,0,0,0,4.3
2539,【한글자막】 AI : 인공 지능 마스터 클래스,https://www.udemy.com/course/best-ai-masterclass/,210,27,4,21-Dec,Korean,1,2,69.9,1,13.0,89.0,12.016666666666667,Hadelin de Ponteves,1672284.0,42,4.5,1,2318877.0,148.0,4.6,0,0,0,4.9
2540,【한글자막】 Pandas 및 Python 을 이용한 데이터 분석 : 마스터 클래스,https://www.udemy.com/course/best-pandas-python/,518,26,5,21-Dec,Korean,1,1,69.9,1,11.0,176.0,20.866666666666667,"Dr. Ryan Ahmed, Ph.D., MBA",324384.0,46,4.5,1,2262027.0,104.0,4.6,0,0,0,4.4
2541,Python & Deep Learning reconnaissance d'images,https://www.udemy.com/course/introduction-au-deep-learningtensorflow-et-keras/,1179,26,1,21-Jun,French,1,1,69.9,1,1.0,8.0,1.2166666666666668,steve Tsopte,2043.0,7,4.4,0,0.0,0.0,0,0,0,0,4.6
2542,Analiza danych w środowisku R,https://www.udemy.com/course/analiza-danych-w-srodowisku-r/,173,28,1,21-Oct,Polish,1,0,69.9,1,6.0,27.0,4.016666666666667,Videopoint Grupa Helion,27398.0,91,4.3,0,0.0,0.0,0,0,0,0,4.3
2543,Python ReportLab de Iniciante a Vencedor 2023,https://www.udemy.com/course/python-reportlab-de-iniciante-a-vencedor/,103,26,1,22-Nov,Portuguese,1,1,69.9,1,1.0,16.0,8.516666666666667,Hugo Ferro,1421.0,10,4.7,0,0.0,0.0,0,1,0,0,4.8
2544,Reinforcement Learning (application en finance),https://www.udemy.com/course/reinforcement-learning-application-en-finance/,767,26,1,20-Apr,French,1,1,69.9,1,15.0,62.0,3.0833333333333335,Data World,29864.0,5,3.8,0,0.0,0.0,0,0,0,0,3.0
2545,Curso de Ciência de Dados,https://www.udemy.com/course/ciencia-de-dados/,115,25,1,19-Jul,Portuguese,1,1,69.9,1,1.0,6.0,2.2666666666666666,Alpha Channel,1100.0,7,4.3,0,0.0,0.0,0,0,0,0,4.3
2546,Selenium con Python.,https://www.udemy.com/course/automatizazione-web-con-python/,165,26,1,20-Mar,Italian,1,1,69.9,1,6.0,28.0,3.9166666666666665,Giovanni Bonaventura,24185.0,15,3.8,0,0.0,0.0,0,0,0,0,3.7
2547,Machine Learning sem Código e sem Matemática,https://www.udemy.com/course/machine-learning-sem-codigo-sem-matematica/,314,25,3,22-Sep,Portuguese,1,1,69.9,1,8.0,42.0,5.083333333333333,Jones Granatyr,166599.0,91,4.7,1,117969.0,2.0,4.7,0,0,0,4.9
2548,Do Conceito a PRÁTICA de BI (Conceito BI + SQL + ETL TALEND),https://www.udemy.com/course/bi-sql-etl-talend/,103,25,2,20-Apr,Portuguese,1,1,69.9,1,5.0,76.0,16.883333333333333,Juracy Araujo de Almeida Junior,11035.0,54,4.3,1,47600.0,166.0,4.4,0,0,0,4.2
2549,Assistente Virtual com Python,https://www.udemy.com/course/assistente-virtual-com-python/,132,25,1,22-May,Portuguese,1,1,69.9,1,4.0,33.0,6.2,Rodrigo Macedo,2585.0,7,4.6,0,0.0,0.0,0,0,0,0,4.8
2550,Super Curso Business Intelligence + SQL + Databricks: 3 em 1,https://www.udemy.com/course/super-curso-business-intelligence-sql-databricks-3-em-1/,192,25,2,22-Nov,Portuguese,1,1,69.9,1,3.0,72.0,11.816666666666666,Juracy Araujo de Almeida Junior,11035.0,54,4.3,1,47600.0,166.0,4.4,0,0,0,4.5
2551,Herkes için Power BI,https://www.udemy.com/course/herkes-icin-power-bi/,148,25,1,20-Nov,Turkish,1,0,69.9,1,5.0,42.0,4.933333333333334,Murat Özdemir,148.0,1,4.5,0,0.0,0.0,0,0,0,0,4.5
2552,IPA-Automatización de Procesos Inteligente con Python [2023],https://www.udemy.com/course/ipa-automatizacion-de-procesos-inteligente-con-python-2022/,234,28,1,23-Jan,Spanish,1,1,69.9,1,9.0,47.0,4.2,Ivan Pinar Domínguez,44237.0,28,4.5,0,0.0,0.0,0,0,0,0,4.6
2553,Sıfırdan MS SQL ile veritabanı tasarlamaya başlamak,https://www.udemy.com/course/sql-adam-ile-0danbasla/,100,25,1,20-Nov,Turkish,1,0,69.9,1,16.0,85.0,6.383333333333334,Özgür Can ÇOBAN,100.0,1,4.2,0,0.0,0.0,0,0,0,0,4.2
2554,【AIアプリ開発コース・パート3】【TensorFlow 2 + OpenCV】マスク着用判定AIアプリ開発入門,https://www.udemy.com/course/opencv_maskdetect/,350,25,1,21-Oct,Japanese,1,1,69.9,1,9.0,26.0,1.8666666666666667,井上 博樹 (Hiroki Inoue),118690.0,34,4.0,0,0.0,0.0,0,0,0,0,4.5
2555,Corso pratico di Pandas e Python con esempi per data mining,https://www.udemy.com/course/python-pandas-il-corso-base-con-esempi-per-tutti/,103,24,1,22-Aug,Italian,1,1,69.9,1,10.0,100.0,11.05,Mirco Baragiani,1231.0,10,4.5,0,0.0,0.0,0,0,0,0,4.8
2556,深度强化学习2.0 (Deep Reinforcement Learning 2.0),https://www.udemy.com/course/deep-reinforcement-learning-chinese/,186,24,2,20-Mar,Simplified Chinese,2,1,69.9,1,7.0,60.0,9.533333333333333,Hadelin de Ponteves,1672284.0,42,4.5,1,2318877.0,148.0,4.6,0,0,0,4.7
2557,ＡＩでブロック崩しを学習させよう。Advantage Actor-Critic（A2C）で学ぶ強化学習の応用編,https://www.udemy.com/course/advantage-actor-critic/,186,27,1,22-Sep,Japanese,1,1,69.9,1,8.0,59.0,2.85,内山 充康,3081.0,9,4.0,0,0.0,0.0,0,0,0,0,4.1
2558,Python pour la Data Science et le Machine Learning: A à Z,https://www.udemy.com/course/python-pour-la-data-science-et-le-machine-learning-a-z/,6200,28,1,23-Jan,French,1,1,69.9,1,15.0,153.0,4.316666666666666,Clara Lannoy,19346.0,5,3.9,0,0.0,0.0,0,0,0,0,4.5
